custid,firstorder,lastorder,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,retained,eopenrate,avg_order,paperless,city
4GACB4,06/04/2009,03/11/2009,2,278.36,1,1,Urban,0,Web,Discount,0,1,14.58333333,31.97,0,DEL
S7A8GC,08/04/2009,08/04/2009,1,164.25,1,0,Rural,0,Phone,Buy One Get One,0,1,29.54545455,16.24,0,DEL
LS66WH,02/07/2009,02/07/2009,2,261.05,1,0,Surburban,0,Multichannel,Discount,0,1,16.27906977,202.23,1,DEL
JHCXZJ,21/06/2007,21/06/2007,9,144.11,0,1,Surburban,1,Phone,No Offer,0,1,61.53846154,50.3,0,BOM
C5HS2E,18/06/2009,18/06/2009,4,53.82,1,0,Urban,1,Phone,Discount,0,1,17.39130435,69.59,0,BLR
A8HF3E,22/03/2009,22/03/2009,3,613.82,1,1,Surburban,1,Phone,No Offer,0,0,0,8.9,0,DEL
8FFESX,04/03/2009,04/03/2009,1,292.86,1,0,Urban,0,Multichannel,Buy One Get One,1,1,4.545454545,147.04,0,BOM
8WDCRE,26/02/2007,03/11/2009,5,552.53,1,1,Urban,1,Web,No Offer,0,1,37.25490196,38.55,0,BOM
U6FHZ9,30/06/2007,08/01/2010,3,235.66,0,1,Urban,1,Phone,No Offer,0,1,39.62264151,84.93,1,BOM
XT4GND,09/05/2009,07/09/2009,1,210.57,1,0,Urban,1,Phone,No Offer,0,0,0,59.73,0,BOM
PPWHJZ,02/06/2009,07/10/2009,5,265,1,1,Surburban,1,Phone,Buy One Get One,0,1,62.16216216,112.67,1,MAA
C57L6C,22/09/2008,30/06/2009,10,127.53,1,0,Rural,0,Phone,Discount,0,1,90.90909091,66.85,0,BLR
FD5VGL,04/10/2008,24/02/2009,12,146.93,1,0,Rural,1,Web,Discount,1,1,7.894736842,68.28,0,BLR
HD2SMP,15/05/2009,07/07/2009,9,29.99,0,1,Urban,0,Web,Discount,1,1,55,70.83,0,BLR
VTY6S8,24/01/2008,11/08/2009,8,266.44,1,1,Rural,1,Web,Discount,1,1,6.52173913,206.19,0,DEL
9KPN93,28/08/2008,28/08/2008,11,84.75,1,0,Rural,1,Web,Buy One Get One,0,1,46.66666667,62.1,0,MAA
28C4GY,19/06/2009,20/11/2009,9,29.99,1,0,Rural,0,Web,Discount,0,1,30.76923077,63.48,1,DEL
XHE4M9,13/08/2007,10/01/2010,1,136.79,1,0,Surburban,0,Web,Buy One Get One,0,1,18.96551724,97.77,1,BOM
AYEBXY,09/07/2009,09/07/2009,8,260.37,1,0,Surburban,0,Web,No Offer,0,1,15.55555556,52.66,0,MAA
E8VMPW,04/10/2006,14/10/2009,9,965.83,0,1,Urban,1,Phone,Buy One Get One,0,1,6.666666667,276.9,1,DEL
X7MY4B,08/06/2009,12/01/2010,7,257.4,0,1,Surburban,0,Web,Discount,0,1,1.612903226,64.7,1,BOM
86JZKR,17/06/2009,17/06/2009,4,122.33,1,0,Urban,1,Phone,Buy One Get One,0,1,0,66.5,1,MAA
Q38TUW,31/05/2007,24/11/2009,9,194.12,0,1,Surburban,1,Web,No Offer,0,1,0,132.83,0,BOM
CGVARW,15/07/2006,12/06/2009,9,271.58,0,1,Surburban,0,Phone,Buy One Get One,0,1,0,70.87,0,DEL
PQUUM9,01/07/2009,01/07/2009,3,332.51,0,1,Urban,1,Multichannel,No Offer,0,1,2.173913043,44.53,1,BLR
KADF7J,17/03/2009,26/08/2009,1,567.43,1,0,Urban,1,Phone,Buy One Get One,0,1,0,86.1,0,DEL
GJKHDZ,25/06/2009,11/10/2009,11,54.26,1,0,Urban,0,Phone,Buy One Get One,0,1,18.18181818,23.53,1,BOM
ZH9AML,02/03/2009,28/04/2009,7,308.43,0,1,Surburban,0,Phone,No Offer,0,1,2.222222222,58.29,0,DEL
Q7K2AX,12/06/2009,24/07/2009,8,92.13,0,1,Urban,1,Web,Discount,0,1,0,104.28,1,MAA
YP7N6H,01/03/2009,01/03/2009,9,60.35,1,0,Urban,1,Phone,Discount,0,1,34.28571429,47.56,0,MAA
6R7KES,03/11/2008,28/04/2009,7,116.28,1,0,Rural,0,Web,Buy One Get One,1,1,25,43.35,0,DEL
H7Q79M,27/10/2008,23/07/2009,9,132.93,1,0,Surburban,0,Web,Buy One Get One,0,1,81.25,55.37,1,DEL
7YVU95,13/04/2009,13/04/2009,8,411.27,1,0,Rural,0,Multichannel,Buy One Get One,1,1,21.95121951,55.83,0,DEL
4G2QDX,29/09/2008,29/09/2008,12,47.43,1,0,Surburban,0,Web,No Offer,0,0,0,68.98,0,MAA
AH4YP5,03/10/2007,11/01/2010,5,402.18,0,1,Urban,0,Multichannel,Discount,1,1,35.8490566,78.7,0,DEL
8SBEYX,30/08/2007,17/01/2009,10,29.99,0,1,Rural,0,Web,Discount,0,1,14.63414634,84.43,0,BOM
9G2S2Q,02/09/2008,12/01/2010,9,270.06,1,0,Rural,0,Web,Discount,1,0,100,87.18,1,MAA
6S7R2T,19/07/2008,11/12/2009,4,292.45,1,0,Surburban,0,Web,No Offer,0,1,96.42857143,81.2,0,MAA
V8PCJC,16/04/2009,05/11/2009,1,29.99,0,1,Urban,1,Web,No Offer,1,1,10.86956522,58.88,0,DEL
ASBEFM,16/03/2009,16/03/2009,3,65.69,0,1,Urban,0,Web,No Offer,0,1,0,37.23,0,DEL
T6DX6Z,30/07/2008,20/11/2009,4,1248.06,0,1,Rural,1,Multichannel,Buy One Get One,0,0,34.7826087,62.53,1,DEL
H6JM4W,28/07/2009,17/08/2009,6,808.31,1,1,Surburban,1,Web,Discount,0,1,2.272727273,63.59,0,BOM
QTXFTW,29/08/2008,09/11/2009,10,569.27,1,0,Surburban,1,Web,Discount,1,1,28,42.91,0,MAA
5KV3RL,01/04/2009,11/06/2009,2,29.99,0,1,Urban,0,Phone,Discount,0,1,9.090909091,98.2,0,DEL
4AZERY,29/12/2008,29/12/2008,5,537.8,0,1,Surburban,1,Multichannel,Buy One Get One,0,1,2.222222222,49.17,0,BOM
SA5XN7,23/06/2009,15/07/2009,9,29.99,1,0,Surburban,1,Phone,Discount,0,1,0,47.83,1,MAA
TZGJMD,08/05/2009,08/05/2009,4,157.57,0,1,Rural,1,Web,Buy One Get One,0,1,22.22222222,31.9,0,BLR
QFLLPX,30/08/2008,10/06/2009,3,291.16,1,0,Urban,0,Web,Buy One Get One,0,1,52.27272727,51.73,1,BOM
CXG7PR,16/06/2006,14/01/2010,10,29.99,0,1,Urban,0,Web,Buy One Get One,0,1,21.66666667,68.35,1,DEL
4QST7U,12/11/2008,24/11/2009,9,186.94,1,0,Surburban,1,Phone,Buy One Get One,0,1,67.56756757,136.33,0,BOM
R3EW6P,26/09/2007,12/10/2009,6,217.19,1,0,Urban,1,Phone,No Offer,0,1,26.19047619,51.86,0,MAA
BJPZGJ,20/04/2009,06/08/2009,7,93.19,1,0,Surburban,1,Phone,Buy One Get One,0,0,39.39393939,58.68,0,MAA
4HGQXE,22/08/2007,14/04/2009,10,104.4,1,0,Rural,0,Web,No Offer,0,1,13.04347826,46.68,0,DEL
6ABWPP,25/03/2008,15/06/2009,11,169.97,0,1,Surburban,0,Phone,No Offer,0,1,40,50.82,1,BOM
9CNRCT,29/08/2007,23/02/2009,2,29.99,1,0,Urban,0,Phone,No Offer,0,1,12.5,130.59,1,DEL
UJERBU,08/06/2009,22/06/2009,6,83.58,0,1,Surburban,0,Phone,Discount,0,0,75,113,1,DEL
CKTLAW,09/07/2009,09/07/2009,3,357.76,1,0,Urban,1,Phone,Buy One Get One,0,1,2.222222222,53.32,1,BLR
KNL8MJ,24/03/2009,28/12/2009,10,217.38,1,0,Rural,0,Web,No Offer,0,0,53.84615385,61,1,BOM
CTUFZN,14/12/2009,14/12/2009,4,380.39,1,0,Surburban,0,Web,Buy One Get One,0,1,23.25581395,40.02,0,BOM
7ATKGK,23/05/2007,09/12/2009,2,461.7,0,1,Surburban,0,Web,Buy One Get One,0,1,71.42857143,79.38,0,DEL
XW2PXP,15/05/2009,18/01/2010,10,225.07,1,0,Surburban,1,Web,Buy One Get One,0,1,33.33333333,55.94,0,BOM
UM8W83,29/04/2009,29/04/2009,9,118.44,0,1,Surburban,0,Phone,No Offer,0,0,4,104.64,1,MAA
DK5J7V,12/02/2009,13/01/2010,10,57.79,1,0,Surburban,1,Web,No Offer,0,1,7.01754386,68.77,0,BOM
NBJY5Y,27/05/2009,27/05/2009,5,704.41,1,0,Rural,1,Multichannel,Buy One Get One,0,1,0,54.06,1,DEL
2S4VTK,19/07/2008,26/01/2009,1,87.27,0,1,Rural,0,Phone,No Offer,0,1,25,130.92,1,MAA
4UTXVH,30/08/2009,30/08/2009,4,357.07,0,1,Surburban,0,Web,No Offer,1,1,0,51.86,0,MAA
YDMUK7,27/03/2009,12/06/2009,8,105.46,0,1,Surburban,0,Web,Buy One Get One,0,0,75,44.67,0,BOM
UBA7S6,27/08/2008,05/11/2009,5,29.99,0,1,Surburban,1,Phone,No Offer,0,1,15.68627451,130.26,0,MAA
E5KM8P,08/11/2006,08/11/2006,3,49.86,1,0,Rural,1,Web,No Offer,0,0,21.05263158,145.37,0,BOM
TMCLQW,11/02/2009,13/01/2010,10,119.16,1,0,Urban,0,Phone,Buy One Get One,0,1,21.66666667,99.03,0,DEL
AACBA5,01/08/2008,18/05/2009,8,245.81,1,1,Urban,0,Multichannel,Discount,1,1,2.083333333,82.89,0,MAA
ZMVT2K,29/12/2009,29/12/2009,1,42.78,1,0,Surburban,1,Web,No Offer,1,1,28.88888889,80.74,0,MAA
6EDWUQ,19/11/2009,25/11/2009,4,216.76,0,1,Urban,0,Multichannel,No Offer,0,0,0,22.65,0,MAA
26L3NL,06/06/2009,23/11/2009,2,128.16,1,0,Urban,0,Web,Discount,0,1,29.26829268,50.53,0,MAA
DA76U3,22/06/2009,22/06/2009,10,482.4,1,1,Urban,0,Phone,Buy One Get One,0,0,0,58.63,0,BOM
ZC2YTP,01/09/2009,09/10/2009,2,660.49,1,1,Urban,1,Multichannel,Buy One Get One,0,1,13.88888889,74.33,0,BOM
BGFP2M,19/03/2009,19/03/2009,1,558.89,1,0,Urban,1,Web,Discount,0,1,0,27.68,0,BOM
AJNX6,08/05/2007,21/10/2008,2,262.67,0,1,Urban,0,Phone,Discount,0,1,8.695652174,62.34,1,MAA
UQAQ34,28/09/2009,28/09/2009,11,86.15,1,0,Urban,0,Phone,No Offer,0,1,100,54.72,0,BOM
Z48LH3,02/08/2009,24/11/2009,3,471.38,0,1,Rural,0,Phone,Buy One Get One,0,1,10.90909091,75.38,0,MAA
6HZVP8,16/11/2009,16/11/2009,8,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1,4.444444444,54.91,0,MAA
9EXNTR,16/02/2009,29/06/2009,2,326.89,1,1,Surburban,0,Phone,Discount,0,1,2.173913043,94.68,0,DEL
D2ZDGB,21/06/2009,21/06/2009,5,1267.82,1,0,Rural,1,Web,Discount,0,0,66.66666667,102.28,1,MAA
GUQE53,23/09/2008,16/03/2009,3,137.69,1,0,Urban,1,Phone,Discount,1,0,0,56.21,0,DEL
5TQB7W,16/09/2009,15/01/2010,4,82.81,0,1,Surburban,0,Web,Discount,0,1,66.66666667,98.07,0,BOM
4UQCTH,24/10/2007,01/12/2009,7,205.21,1,0,Urban,1,Web,Buy One Get One,0,1,1.818181818,58.87,0,DEL
6WF83A,28/04/2009,12/05/2009,4,553.53,1,0,Surburban,1,Multichannel,Buy One Get One,0,1,8.333333333,51,0,BOM
EKWAY3,13/08/2008,24/02/2009,12,334.12,0,1,Surburban,0,Phone,Discount,0,0,0,53.2,0,MAA
NVD64J,13/04/2009,13/04/2009,11,138.87,0,1,Surburban,0,Phone,Buy One Get One,0,1,28,91.27,0,MAA
ZYJ8KU,22/09/2008,01/10/2008,8,35.57,1,0,Surburban,0,Phone,No Offer,0,0,0,56.64,1,MAA
Q9RAH4,20/03/2009,20/03/2009,5,123.83,1,0,Urban,0,Web,Buy One Get One,1,1,35.8974359,20.72,0,DEL
GKXQ9P,17/09/2008,03/01/2010,1,85.1,1,0,Urban,1,Web,No Offer,0,1,77.14285714,167.29,1,MAA
4UZ6NG,30/03/2006,14/03/2009,5,56.05,1,0,Urban,1,Phone,Discount,0,0,0,64.51,0,DEL
UP8AYH,28/06/2008,05/11/2009,6,375.55,1,0,Urban,0,Phone,No Offer,1,1,14.58333333,39.55,1,DEL
EJVRFZ,24/09/2008,17/12/2009,10,142.32,0,1,Urban,1,Web,Discount,0,1,41.17647059,137.67,1,DEL
8EYDBZ,22/04/2009,22/04/2009,11,203.6,1,0,Urban,1,Web,Discount,0,1,14.28571429,41,0,DEL
ZG2MUK,15/12/2008,15/12/2008,2,221.16,1,0,Rural,0,Phone,Discount,0,1,2.222222222,96.45,1,MAA
9EJ5N4,26/02/2009,26/02/2009,11,159.16,1,0,Urban,1,Phone,Buy One Get One,0,1,2.272727273,22.18,0,DEL
2274JY,21/03/2009,21/03/2009,12,87.16,1,0,Surburban,1,Web,No Offer,0,1,2.272727273,92.68,0,BOM
DXYFV4,16/09/2008,01/12/2008,10,60.39,0,1,Surburban,1,Phone,No Offer,0,0,0,46.44,1,MAA
TM32J9,09/07/2009,09/07/2009,9,99.09,1,0,Surburban,0,Phone,No Offer,1,0,15,55.58,1,MAA
T5KVHG,08/01/2009,19/01/2010,2,292.58,1,0,Surburban,1,Multichannel,Discount,0,1,43.33333333,82.68,0,BLR
CNPLAW,30/10/2007,18/06/2009,5,196.61,0,1,Surburban,1,Web,No Offer,0,0,0,132.53,0,BOM
5AAE8G,10/08/2007,10/08/2007,2,481.74,0,1,Surburban,1,Web,Discount,1,0,10,51.59,0,DEL
C69CKS,24/07/2007,24/11/2009,6,29.99,1,0,Surburban,0,Web,Discount,0,1,1.851851852,65.44,0,DEL
9WVL87,06/07/2009,06/07/2009,2,435.07,1,0,Urban,0,Multichannel,Discount,0,1,5.714285714,59.61,1,BLR
BNPGKZ,29/06/2007,03/05/2008,12,29.99,1,0,Rural,1,Phone,Discount,1,1,13.04347826,49.84,1,DEL
9ALK3Q,13/04/2009,13/04/2009,4,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1,8.888888889,35.98,0,DEL
MAMWCU,27/05/2009,03/08/2009,6,231.45,1,1,Urban,0,Phone,Discount,1,1,2.127659574,39.87,1,BOM
W3YY8Q,16/05/2009,16/05/2009,1,119.9,0,1,Surburban,0,Web,Discount,0,1,86.84210526,52.99,0,BLR
VPWMM2,11/11/2008,11/11/2008,10,93.67,0,1,Urban,1,Phone,Discount,0,0,0,81.45,1,BOM
ETN44V,03/07/2009,03/07/2009,4,167.6,0,1,Surburban,0,Web,Buy One Get One,0,1,2.222222222,55.07,1,BLR
5KN52Z,21/02/2008,06/05/2009,4,171.45,0,1,Surburban,0,Web,Buy One Get One,0,1,90.90909091,92.65,0,DEL
8U4JKT,29/09/2006,08/06/2009,7,76.01,1,0,Rural,0,Web,Buy One Get One,0,1,4.166666667,50.38,1,DEL
XZBGVG,18/05/2009,13/07/2009,8,29.99,1,0,Urban,0,Web,Buy One Get One,1,1,6.382978723,65.31,1,BOM
NGQYK6,27/05/2009,23/11/2009,5,465.85,0,1,Rural,0,Phone,Buy One Get One,0,1,5.769230769,81.05,0,BOM
VV955J,29/08/2008,06/07/2009,11,44.68,0,1,Urban,1,Phone,No Offer,0,1,10.63829787,87.43,0,DEL
EQYXYM,22/06/2009,22/06/2009,1,29.99,1,0,Surburban,1,Web,Discount,0,1,67.56756757,98.31,1,MAA
Z4AMJJ,27/12/2009,27/12/2009,4,29.99,1,0,Urban,0,Phone,No Offer,0,1,6.666666667,91.58,0,MAA
G34PBE,15/04/2009,15/04/2009,10,34.55,0,1,Surburban,1,Phone,No Offer,0,1,20.93023256,117.6,1,BOM
ML5N5M,28/04/2009,19/05/2009,9,29.99,1,0,Urban,1,Web,Buy One Get One,0,1,2.222222222,50.21,0,DEL
FJJ6GD,06/05/2009,19/11/2009,1,62.96,0,1,Rural,0,Phone,Buy One Get One,1,1,23.52941176,47.51,0,BOM
TZ9UV9,05/11/2007,11/06/2009,9,30.05,0,1,Surburban,1,Web,Discount,0,1,0,60.83,0,BOM
SCY7NV,26/02/2009,26/02/2009,1,1024.79,1,0,Surburban,1,Multichannel,No Offer,0,0,0,88.74,0,DEL
STHMDL,24/03/2009,24/03/2009,10,244.92,0,1,Urban,0,Multichannel,No Offer,0,0,0,24.85,1,DEL
GE89PZ,12/06/2009,01/07/2009,11,313.85,0,1,Urban,0,Phone,Buy One Get One,1,1,8.888888889,70.48,0,MAA
H5MPV5,07/12/2007,07/12/2007,11,72.71,0,1,Urban,0,Web,No Offer,0,0,0,110.73,1,DEL
W8MAAR,09/06/2009,14/01/2010,8,347.61,1,0,Surburban,0,Phone,Buy One Get One,0,1,32.30769231,83.48,1,DEL
2UQE3P,10/05/2009,10/05/2009,6,554.32,0,1,Surburban,1,Web,Discount,1,0,0,73.3,0,BOM
E5CTRM,19/07/2008,06/04/2009,4,152.21,0,1,Rural,0,Phone,Buy One Get One,0,1,7.692307692,79.65,1,MAA
XATYMD,06/08/2008,11/05/2009,4,192.08,1,0,Urban,0,Phone,No Offer,1,1,0,61.68,0,MAA
ZPTH3D,13/01/2009,02/07/2009,2,106.47,0,1,Surburban,0,Web,Buy One Get One,0,1,4.347826087,46.23,0,BLR
2S8VM6,06/07/2007,08/09/2009,10,112.5,1,0,Surburban,1,Phone,Buy One Get One,0,0,0,82.65,0,DEL
59S6ZN,07/11/2008,12/01/2010,3,29.99,1,0,Urban,0,Phone,Buy One Get One,0,0,8,177.32,1,DEL
VE8UNS,30/09/2009,21/10/2009,3,241.8,0,1,Urban,1,Web,No Offer,0,1,45.45454545,73.03,1,BOM
VPNU2X,13/06/2009,13/06/2009,6,92.22,1,0,Surburban,1,Web,Discount,0,1,0,106.67,0,BLR
PEGN7E,05/02/2009,05/02/2009,4,33.4,1,0,Surburban,0,Web,No Offer,0,1,4.545454545,53.46,0,BOM
B9B4QC,21/10/2008,20/03/2009,10,137.4,1,0,Urban,0,Phone,Buy One Get One,0,1,8.888888889,61.44,0,DEL
K5RPHL,02/05/2007,27/04/2009,6,37.67,0,1,Surburban,0,Phone,No Offer,0,0,0,133.94,0,DEL
NYH4A7,19/12/2008,01/05/2009,2,287.07,1,1,Urban,0,Phone,No Offer,1,0,0,85.73,0,DEL
TTA2A4,26/09/2007,26/09/2007,9,129.01,0,1,Surburban,1,Phone,Buy One Get One,0,1,8.888888889,500.93,1,DEL
STX9LV,29/09/2009,28/12/2009,3,427.75,1,0,Surburban,0,Multichannel,Buy One Get One,0,1,90.90909091,157.24,0,BOM
5EKS9D,15/02/2009,29/06/2009,9,399.22,1,0,Surburban,0,Web,Discount,0,0,0,74.01,1,DEL
NE6SNG,19/05/2009,19/05/2009,5,73.48,1,0,Rural,0,Web,Buy One Get One,0,1,87.87878788,95.82,0,MAA
,#N/A,#N/A,10,288.89,0,1,Urban,0,Phone,Discount,1,1,0,56.97,0,MAA
KKVHTC,11/02/2009,24/02/2009,4,509.9,1,0,Surburban,1,Phone,Buy One Get One,0,0,0,65.46,0,BOM
ZU5BKU,08/06/2009,08/06/2009,2,343.63,0,1,Surburban,1,Phone,Buy One Get One,0,0,0,116.24,1,MAA
WPGLHD,22/09/2008,08/02/2009,4,29.99,1,0,Urban,0,Phone,No Offer,0,1,34.09090909,68.9,0,MAA
2YWL68,23/03/2009,23/03/2009,9,100.86,1,0,Urban,0,Phone,Buy One Get One,0,1,9.302325581,106.47,1,BOM
Y6VZBS,20/03/2009,22/03/2009,9,329.05,0,1,Surburban,0,Multichannel,Discount,0,1,0,54.93,0,DEL
T45674,29/06/2009,29/06/2009,3,572.1,1,1,Rural,1,Multichannel,Buy One Get One,0,1,30,30.42,0,DEL
VRE87B,13/06/2008,29/04/2009,3,404.61,1,0,Surburban,1,Web,Buy One Get One,1,0,0,59.31,0,BOM
DKZGUA,24/01/2007,14/01/2010,10,41.69,1,0,Surburban,0,Phone,Buy One Get One,0,1,1.515151515,82.36,1,DEL
5SCBS2,11/10/2008,27/01/2009,7,171.12,1,0,Surburban,1,Web,Discount,0,0,0,75.21,0,BOM
37B85F,04/11/2007,08/06/2009,12,43.68,0,1,Surburban,0,Phone,Buy One Get One,0,0,0,77.62,0,DEL
QHNHRW,14/06/2007,10/04/2008,1,151.45,0,1,Urban,1,Web,Buy One Get One,0,0,0,33.3,0,DEL
BNLHF8,05/01/2009,30/03/2009,5,82.75,1,0,Surburban,0,Phone,Discount,1,1,18.18181818,66.08,0,DEL
6M7S8X,22/02/2009,13/10/2009,2,168.37,1,0,Surburban,0,Web,Discount,0,1,75,53.96,0,BLR
PGGUSR,11/12/2009,11/12/2009,3,29.99,0,1,Surburban,1,Phone,Buy One Get One,0,1,91.17647059,42.72,1,BLR
QSGMCE,22/09/2009,15/10/2009,9,225.86,1,0,Surburban,0,Multichannel,Buy One Get One,0,0,0,142.51,0,DEL
NTS4UJ,15/01/2009,15/01/2009,3,279.72,0,1,Surburban,0,Phone,Buy One Get One,0,0,0,50.38,0,MAA
E52KQX,18/05/2009,03/06/2009,5,150.31,1,0,Surburban,1,Web,Discount,0,1,4.444444444,52.92,0,BOM
L689AY,23/05/2007,21/11/2009,3,29.99,1,0,Urban,1,Phone,Buy One Get One,0,0,0,58.07,1,DEL
CS6YB5,12/05/2009,12/05/2009,1,324.47,1,0,Rural,1,Web,Discount,1,1,27.27272727,90.39,0,BLR
YNJHKR,04/03/2009,04/03/2009,8,289.55,1,0,Surburban,0,Multichannel,Discount,0,1,4.444444444,139.85,0,BOM
LJP7MU,14/10/2009,02/12/2009,2,137.28,1,0,Urban,0,Phone,No Offer,0,1,26.19047619,64.11,0,MAA
NHVTDA,18/06/2009,18/06/2009,5,192.77,0,1,Surburban,0,Phone,Discount,0,1,13.95348837,97.37,1,MAA
VMNGVT,23/07/2008,05/01/2010,3,489.61,0,1,Urban,1,Phone,Buy One Get One,0,1,56.89655172,111.03,1,MAA
UE8KM6,23/05/2009,23/05/2009,11,291.21,0,1,Surburban,0,Multichannel,Buy One Get One,1,1,0,24.24,1,MAA
DPLL7T,08/11/2006,30/07/2009,1,140.43,0,1,Urban,1,Phone,Discount,0,1,6.52173913,67.85,0,DEL
544U8B,08/12/2008,16/02/2009,5,95.17,1,0,Urban,0,Web,No Offer,0,0,0,53.73,0,BOM
HSLJYZ,06/01/2009,06/01/2009,10,29.99,0,1,Surburban,1,Phone,No Offer,0,1,24.44444444,91.64,0,MAA
QXWAHR,23/02/2007,18/09/2009,10,279.06,1,0,Surburban,1,Web,Discount,0,1,97.14285714,104.33,0,DEL
TPMDX,20/06/2007,09/07/2008,12,287.91,0,1,Rural,1,Web,No Offer,0,1,35.13513514,183.55,0,DEL
232WE4,06/07/2009,06/07/2009,5,1526.68,1,1,Urban,1,Phone,Discount,0,1,6.666666667,52.77,1,DEL
849DXX,15/11/2008,15/11/2008,12,208.97,1,0,Urban,0,Phone,Buy One Get One,0,0,0,56.81,0,BOM
YSEYBW,26/01/2008,30/10/2009,3,1336.19,1,1,Rural,1,Web,No Offer,0,1,33.33333333,85.4,1,DEL
DRNVAP,15/01/2009,15/01/2009,1,751.25,1,0,Urban,1,Phone,Discount,0,1,18.60465116,93.95,0,MAA
QDQ7XS,26/09/2008,29/11/2008,11,71.49,1,0,Urban,0,Web,Buy One Get One,0,1,2.777777778,128.91,0,MAA
DMCXHY,07/10/2008,21/03/2009,2,1641.96,1,1,Urban,1,Phone,Buy One Get One,0,1,2.173913043,45.98,0,DEL
CVAYHQ,12/12/2008,12/12/2008,11,89.77,0,1,Rural,1,Web,Discount,0,0,0,50.9,0,MAA
9479KH,20/06/2009,20/06/2009,3,56.83,1,0,Surburban,0,Web,Discount,0,1,24.3902439,30.54,1,BOM
JJ5XED,05/06/2009,13/08/2009,12,29.99,0,1,Urban,1,Web,No Offer,0,1,79.48717949,138.49,1,DEL
F4VPD3,25/06/2009,16/11/2009,1,1138.61,1,1,Urban,1,Multichannel,No Offer,0,1,94.28571429,53.51,1,DEL
DSYL75,25/12/2008,25/12/2008,10,66.92,1,0,Surburban,0,Phone,No Offer,0,1,0,98.17,0,BOM
XWMPLR,21/06/2009,12/01/2010,10,271.77,0,1,Urban,0,Phone,No Offer,0,1,11.53846154,109.77,1,MAA
3EJZ72,06/09/2007,10/04/2009,2,215.51,1,1,Surburban,0,Web,Discount,0,0,0,81.17,0,BOM
ZTHYS5,09/06/2009,09/12/2009,3,96.67,0,1,Surburban,0,Web,Buy One Get One,0,1,27.08333333,94.17,1,BOM
2F6FZF,07/11/2008,06/01/2010,2,548.43,1,1,Surburban,1,Multichannel,Discount,1,1,48,100.88,0,BLR
52DK2Y,27/04/2009,27/07/2009,5,297.99,0,1,Urban,1,Phone,Discount,0,1,2.127659574,71.48,0,DEL
K3WL72,16/11/2007,14/12/2009,3,29.99,1,0,Surburban,1,Web,Buy One Get One,0,1,14.81481481,61.44,1,DEL
9EKCBX,04/12/2007,28/12/2009,2,110.28,1,0,Surburban,0,Phone,Discount,0,1,40.38461538,57.88,0,BOM
CKYSC4,01/01/2009,19/03/2009,1,126.64,1,0,Surburban,1,Web,No Offer,0,1,0,156.38,0,DEL
9F99H5,23/03/2007,09/10/2009,2,295.41,0,1,Surburban,0,Web,Discount,0,1,31.70731707,52.32,0,DEL
JREZUL,14/07/2009,14/07/2009,4,353.49,0,1,Urban,0,Multichannel,No Offer,0,1,7.142857143,49.43,1,DEL
FFWBDB,30/06/2009,30/06/2009,3,273.55,0,1,Urban,1,Web,Buy One Get One,0,1,35,37.74,0,MAA
DVJMWQ,21/04/2009,01/01/2010,7,107.41,1,0,Urban,1,Web,Discount,1,1,15.09433962,41.85,1,MAA
BA5WZK,06/10/2007,06/10/2007,12,475,0,1,Urban,0,Phone,Discount,0,1,41.86046512,57.43,0,BOM
VVMFJB,28/10/2009,28/10/2009,2,85.62,1,0,Urban,1,Phone,Discount,0,1,4.651162791,89.49,0,BOM
YZVTCF,17/06/2009,17/06/2009,2,116.22,1,0,Surburban,1,Phone,Discount,0,1,9.090909091,71.17,0,BLR
JM22X2,01/04/2009,06/05/2009,10,293.47,1,0,Urban,0,Phone,No Offer,0,1,6.666666667,177.43,0,MAA
8MHGNU,26/08/2008,02/03/2009,10,119.75,1,0,Urban,1,Phone,No Offer,0,1,43.24324324,48.81,0,BOM
EAJH3M,09/07/2007,04/09/2007,11,29.99,0,1,Urban,1,Phone,No Offer,0,1,0,50.14,0,DEL
Q4X23H,29/03/2009,29/03/2009,9,29.99,0,1,Urban,1,Web,Buy One Get One,0,1,0,30.7,0,BOM
9YQVEG,19/06/2009,19/06/2009,6,52.69,0,1,Surburban,0,Phone,No Offer,0,0,0,99.49,1,MAA
7UY5RQ,30/04/2009,12/05/2009,9,298.8,1,0,Urban,0,Phone,No Offer,0,0,0,53.2,1,BOM
7JWHWE,06/08/2008,25/09/2009,1,1250.08,1,0,Urban,1,Multichannel,Buy One Get One,0,1,8.333333333,113.26,0,BOM
9ZHJCV,09/02/2009,09/02/2009,9,92.11,1,0,Urban,0,Web,Buy One Get One,0,1,0,79.38,0,BOM
KEG36R,25/05/2009,25/05/2009,7,463.96,0,1,Rural,0,Phone,No Offer,1,1,0,54.49,0,BOM
NURYYX,27/06/2009,27/06/2009,10,149.43,1,0,Surburban,0,Phone,No Offer,0,1,4.545454545,166.04,1,MAA
YYWEF5,14/05/2007,24/02/2009,10,105.63,0,1,Urban,0,Phone,Buy One Get One,0,1,9.302325581,54.64,0,BOM
,#N/A,#N/A,2,250.65,1,0,Urban,0,Multichannel,Discount,0,1,74.19354839,376.44,1,DEL
6YYNU3,03/04/2006,03/04/2006,9,29.99,0,1,Surburban,1,Web,Discount,0,0,0,28.87,1,DEL
